Destination,Hop,Delay (ms),Group
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),552.84,5038
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),799.202,5039
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),775.203,5040
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),408.318,5041
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1018.097,5042
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1110.215,5043
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),969.517,5044
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),862.977,5045
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),835.781,5046
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),616.863,5047
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1159.158,5048
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),772.102,5049
google.com,142.251.227.251 (142.251.227.251),795.671,5050
google.com,142.251.227.251 (142.251.227.251),1173.871,5051
google.com,* * 142.251.227.253 (142.251.227.253),436.624,5052
google.com,* * 142.251.227.251 (142.251.227.251),296.899,5053
google.com,* * 108.170.250.161 (108.170.250.161),207.785,5054
google.com,* 142.251.227.251 (142.251.227.251),420.24,5055
google.com,142.251.227.251 (142.251.227.251),434.911,5056
google.com,142.251.227.251 (142.251.227.251),676.796,5057
google.com,142.251.227.251 (142.251.227.251),626.012,5058
google.com,* * 142.251.227.253 (142.251.227.253),553.675,5059
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1070.893,5060
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1608.442,5061
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1300.322,5062
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1061.324,5063
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1277.444,5064
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1131.865,5065
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),779.679,5066
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1033.982,5067
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),512.16,5068
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),784.368,5069
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),838.827,5070
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),638.886,5071
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),807.167,5072
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),713.935,5073
